759c17abfae0a17d2796674976e1037a3df5e2f2,DELETE,regular-file,scripts/runs/detect/train11/weights/best.pt,134,
759c17abfae0a17d2796674976e1037a3df5e2f2,DELETE,regular-file,scripts/runs/detect/train11/weights/last.pt,134,
455f809337ff62bd98f764af6090baf4a1185100,DELETE,regular-file,scripts/runs/detect/train12/weights/best.pt,133,
ab3391901fdabf2a96d56ab607b624dece155149,DELETE,regular-file,scripts/runs/detect/train12/weights/last.pt,133,
fb8bf942bb079385b52b074ccf72469b5d6c4270,DELETE,regular-file,scripts/runs/detect/train15/weights/best.pt,134,
75af4275b9234f17d0b14f51b52717516e6c8fc3,DELETE,regular-file,scripts/runs/detect/train15/weights/last.pt,134,
becc969ba2e5fc96d2a62d723b4b3d33ca033560,DELETE,regular-file,scripts/runs/detect/train17/weights/best.pt,134,
becc969ba2e5fc96d2a62d723b4b3d33ca033560,DELETE,regular-file,scripts/runs/detect/train17/weights/last.pt,134,
91d5a070c6f9aaf535b0ff1efd7595c5fe420756,DELETE,regular-file,scripts/runs/detect/train18/weights/best.pt,133,
0b80aa6b5574a8e14104707d3cb2ae0e71246d72,DELETE,regular-file,scripts/runs/detect/train18/weights/last.pt,133,
b047491fc929fc22529ffd3e173a99cf2016b38a,DELETE,regular-file,scripts/runs/detect/train21/weights/best.pt,133,
56140d0bd36517cdbc48defb9da11396e3ca84f8,DELETE,regular-file,scripts/runs/detect/train21/weights/last.pt,133,
04d1cf66325ef6dd6ab3084a8028627c6c0302d7,DELETE,regular-file,scripts/runs/detect/train23/weights/best.pt,133,
01683c59d3218f1c8730fd484e4727e4db7029e8,DELETE,regular-file,scripts/runs/detect/train23/weights/last.pt,133,
45b273b46165267f2d4c90df94468b547f43cf67,DELETE,regular-file,scripts/yolo11n.pt,5613764,
d4bcb83c06d1d3f6eca80e47d9fe9d8a243beafd,DELETE,regular-file,scripts/yolo11s.pt,19313732,
